1819,1798,1626,2418,1220,1755,2739,1434,2247,1391,2354,2183,1498,1947,1626,2483,1905,1969,2247,2269,1905,1733,1840,1605,2140,1412,2376,1626,2097,1498,2290,1819,2054,1862,1905,1648,2654,1712,2354,1369,2119,1905,2054,1327,1840,2183,2354,1691,1498,2247,1348,2012,1990,1883,2140,1562,1798,1947,2183,2611,1241,1926,2161,1712
2183,1776,2418,1241,1733,3168,1262,1926,2097,2119,2097,1883,2161,2247,1755,1947,2269,1348,1990,1284,1990,2611,1006,2654,1177,2697,1177,2461,1969,1798,1712,2033,1455,2161,2012,1926,1284,2161,1840,2590,1798,1626,2033,1883,1926,1262,1905,2697,1519,1755,2097,2033,1926,1348,2675,2054,2568,1412,1733,2012,3146,492,2183,2054
1305,2161,1776,1755,2675,1584,1883,2097,2097,1990,2161,2161,1605,1926,2311,1369,2097,1691,1562,2290,1969,1477,2782,1412,2889,1455,2782,1519,1819,1605,2675,1327,1755,1776,1605,1969,2226,2140,1926,1969,2311,2376,1626,1477,2290,2418,1498,1348,2269,2076,2033,1905,2440,2290,877,1969,2161,2889,1434,1391,2440,2782,1091,1412
1990,2012,1434,1883,1776,1584,1733,1905,2226,1883,2097,1477,2547,2119,1262,2632,984,2076,2183,2311,1519,3210,770,3039,1391,3018,1220,2675,1883,2269,1327,1883,1862,1776,2012,2461,1776,2226,1562,1969,2033,1412,2718,1519,1669,1990,1969,1755,1391,1883,1733,2483,856,2825,2290,877,1755,1519,3039,2183,1562,1840,2590,1541
2076,1905,1691,2033,2012,1819,1733,2418,1284,3061,1262,2012,1969,1241,2718,1027,2846,2183,2247,1070,3125,428,3168,1305,3339,899,2739,599,3103,1541,1990,2504,1691,2290,1798,1626,2226,1113,2440,1562,2311,2140,770,2547,2226,1434,2269,1733,2632,1348,1455,1733,1776,1648,2012,2846,813,2290,1369,1584,2825,1969,214,2397
1840,1412,2654,1391,1755,2097,2483,1284,2804,1477,1241,2525,1348,2547,684,3189,1412,2376,1134,2761,0,3553,1220,2397,877,3168,770,3531,235,3210,1990,1391,2033,1626,1669,1905,1798,2076,941,1926,1990,1733,2504,1369,2033,2161,2354,2376,1691,2140,2311,1327,2632,1669,1733,1883,2590,556,2782,1305,2054,3424,2547,813
1733,2119,1605,2311,2333,1840,1648,2311,2119,1327,2697,1840,2097,599,3125,1006,2568,1840,2311,1027,2996,941,2269,1412,2504,749,2975,984,3018,684,2033,2782,1519,2161,2418,1369,2311,1498,2504,2097,1562,2204,1434,2632,2226,1798,1541,2119,1947,1498,2654,2269,984,2611,1562,1712,2675,2226,684,2483,1455,1241,1798,2140
2161,706,2547,2440,1798,1327,2311,1498,2697,1691,1969,1990,792,3403,620,3018,1819,1883,1669,2525,1691,2825,1284,2226,1412,2868,1305,2675,1070,3018,1455,2504,1412,2397,1391,2590,1605,2504,1648,1733,2247,1669,1969,1905,1776,1969,1990,1455,2183,1519,1477,2311,2311,1006,2269,1605,1905,2269,2097,749,3039,1455,2397,1070
1177,2397,2461,1969,1327,2654,1691,2247,1776,1862,2311,963,3510,406,3189,1241,1947,1626,2440,1562,2739,1348,2547,1241,2911,1369,2226,1648,2397,1498,2226,1391,2590,963,2461,1776,2461,2012,1926,1990,1605,2161,1969,1648,2119,2290,2247,1691,2119,2161,1498,2269,2269,2590,1113,2290,1669,2697,2247,2140,1562,2483,1605,2376
3039,2611,1391,1691,2782,1134,2140,1883,1905,2804,235,3339,663,3767,1220,2354,1669,2590,1733,2825,1284,2996,1541,2996,1369,1776,1862,2354,1477,2247,1198,2761,920,2954,1455,2568,1905,2140,1712,1412,2868,1990,2140,1926,2183,2183,1776,2247,1669,2183,2183,1198,2161,1519,2804,856,1348,1519,3403,1605,1905,1562,2247,1477
1776,1091,1733,2996,856,2012,2504,1455,2868,470,3489,299,3553,1006,2654,706,2269,1733,2739,1048,2996,1177,2846,1327,2054,1840,2440,877,2697,1391,2675,813,2804,963,2782,1241,2269,1969,1798,1798,2012,1691,1691,2397,1669,1926,2440,1691,2825,1498,2483,1862,1691,2097,1648,3146,1284,941,2119,2675,1584,2376,1498,2076
2076,2012,2525,1391,856,3660,963,3061,535,2996,321,3018,1048,2932,406,3382,1305,2226,834,2975,813,3210,663,2440,1905,1947,1048,3788,599,2761,1262,2932,1284,2825,1369,2333,2076,1862,2247,2397,1798,2846,2076,1434,2675,1733,2012,2376,1305,2804,1113,2525,1369,1840,2140,1241,3403,1048,1434,1840,2097,1648,2290,1327
1905,1648,1990,556,4174,834,3018,42,2632,963,3317,1434,2911,1369,3917,1155,3125,1262,3296,920,3082,256,3296,1691,2161,1519,3039,299,2996,1327,2397,1091,2568,941,2269,2226,1733,2354,2012,1477,2183,1284,2140,2483,1648,1862,1498,2054,2632,2183,2440,1519,3232,1905,1284,2012,1284,3446,1198,2590,1648,1819,2761,1733
