1476,2059,1243,1826,1379,1962,1651,1845,1962,2059,1845,2350,1437,1903,1612,1690,1515,1573,1456,2059,815,1942,1787,1826,2156,1923,1845,1301,2214,1690,1690,1806,1612,1592,1418,2117,1262,1923,1767,2272,1864,1515,1612,1728,2059,1573,1981,1301,2234,913,2078,2000,1709,1320,2369,1515,1612,1884,1884,2331,1398,2078,1728,1748
2117,1262,1379,2175,2000,1243,2525,1981,2195,1923,2156,1418,1456,971,1981,1418,2234,2000,1981,913,2234,1787,1826,1534,2428,1282,2195,1690,1884,1709,2253,1379,1962,2117,1903,1631,2175,1728,1243,1787,1962,2098,1981,1301,1690,1767,1243,2292,835,2933,854,2078,2156,1962,1554,2175,1767,1767,1631,1476,1845,1320,2000,1903
1379,1340,2272,1806,1942,2195,1806,1690,1631,2117,1534,932,1340,1884,1826,1651,2020,1612,1320,2098,1884,1962,1437,2505,1010,2000,1631,2059,1592,1864,1029,2875,1864,1631,1767,1787,1573,1903,1748,1787,1476,1709,2117,2214,1262,2098,1495,2020,2408,679,2680,1107,1612,2331,1981,1010,2408,1554,1690,2078,874,2447,1184,1690
1826,1631,2505,1884,1515,1631,1748,1748,2253,1612,1146,1359,2156,2389,1612,2467,1476,1631,1612,2234,1398,1690,2195,1029,2505,1340,1903,1418,2136,1534,2583,913,1748,1942,2039,1845,2156,1592,1826,1554,2350,1495,1651,1651,2389,1398,2641,1029,1631,2816,1320,2156,971,2078,1981,1612,990,2272,1320,2059,2078,951,2447,1845
1534,2175,2136,1379,1379,1806,2175,2039,951,1826,1165,2234,2505,1476,2408,1282,2039,2059,1903,1340,2000,2175,1476,2253,1340,2408,2020,1903,1437,2059,1184,2175,1845,2000,1476,1981,1631,1903,1456,1942,1340,2603,1651,1845,1515,2214,1068,2603,951,1359,2777,1165,2234,1126,2311,1981,2020,1554,2234,1126,1826,1942,1320,2195
1631,2369,1029,1437,1670,2350,2020,1049,2175,1515,1903,2564,1379,2369,1049,2000,1165,2311,1418,2700,1806,1554,2253,1554,1573,1515,1767,1728,2214,1282,2739,1340,2117,1748,2000,1456,2156,2039,1767,1456,2175,1495,2253,1495,2195,1534,2389,971,2836,1301,1107,2408,1515,1981,796,2078,2059,1787,1690,1845,1398,2098,1787,1826
2156,1107,1592,2059,2214,2039,1359,2214,1320,1515,2331,1359,2311,990,1631,1728,1845,1631,2603,1165,1787,1787,1631,2078,1787,1981,1728,1670,1631,2369,1476,2234,1554,1826,1379,2292,1495,1612,1923,2389,1962,1709,1612,2175,1223,2253,990,3088,466,3030,1651,1962,1456,1612,2136,1029,2098,1049,1845,1806,2156,1087,2234,1573
1845,1126,2000,1748,2331,1029,2156,1631,1282,2389,1418,2311,1262,2369,1534,2078,1845,2214,1592,2195,1418,1631,1981,1787,2078,1942,1942,1612,2777,1029,1864,1495,2136,1573,2175,1359,2525,1495,2311,1359,1962,1573,1806,1456,2350,1068,2875,602,3438,0,2836,1728,2544,1437,1437,2505,1670,2039,1515,1612,1981,1592,1554,2078
1495,2214,2039,1845,1767,1631,1728,1398,3030,1126,3088,1592,2913,2039,2661,2777,2758,2272,2739,1612,2719,1864,1495,2020,1631,1767,1806,2195,951,2078,1787,1864,1534,2234,1418,2020,1165,2272,1456,2039,1631,2564,1631,2136,1573,2816,1010,2797,738,3632,660,2272,1476,2078,1709,1320,2253,1437,2331,1903,1592,2136,1379,1845
1709,2020,2350,1534,1243,2234,1340,2214,854,3613,1709,3419,1923,3088,2836,2583,2272,3224,2272,3011,2272,2758,2972,2467,2098,1631,1690,1146,2117,1670,1690,1495,2039,1320,2408,1631,2059,1456,2739,1981,2505,1981,2933,2408,2972,2020,3283,2311,3438,1709,3729,1884,2603,2000,2136,2195,1204,2000,1282,2408,1670,1923,1651,1592
2059,2195,1515,1359,2680,1456,2039,1165,3438,1767,3380,2234,2972,2428,2700,2564,3224,2369,3011,2039,2719,2991,2777,2447,3088,2525,2505,2991,2020,2505,1981,2467,2000,2603,1923,2214,1962,2855,1962,3166,2486,2933,2408,3049,2505,3030,2408,3069,2253,3535,1690,3205,1709,3069,2505,2272,1651,1262,2214,1204,2408,1612,1884,1418
1845,1223,1806,2408,1476,1282,1573,3049,1631,3185,2389,2952,2544,3030,2292,3438,2350,2816,2369,3341,2739,2680,2447,3011,2505,3049,2428,2505,2641,2719,2234,2816,2661,2583,2972,2758,3263,2098,3380,2078,3049,2544,2952,2544,2952,2214,3108,2292,3205,1981,3574,1981,3690,1728,3205,2486,3166,1845,1515,2408,1320,2311,1767,1301
1612,1651,2408,1126,2214,1437,2505,2039,3419,2272,3632,2758,3399,2175,2991,2661,3088,2739,3166,2369,3554,2156,3088,2098,3224,2700,2603,2505,2836,2719,2758,2913,2622,2700,2544,2622,2117,3127,2292,3108,2369,3011,2331,3069,2680,2952,2272,3224,1923,3302,1923,3729,1651,3496,2408,2952,2059,2583,1748,1204,2505,1437,2117,1690
1476,3185,1146,2311,1320,2292,2311,2952,2234,3904,1826,3205,2234,3438,2855,2875,2583,3147,2467,3321,1826,3613,1981,3593,2059,2855,2661,2797,2467,2700,2933,2544,2680,2758,2544,2952,2797,2078,3321,2020,3496,1864,3516,2389,3535,2544,3380,1728,3593,2175,3729,1728,3632,2350,2933,2331,3321,2331,2000,1359,1631,2000,1670,1923
2350,1456,2117,1146,2408,2039,2972,2292,3671,1962,3283,2369,3613,2583,2991,2467,3205,2564,3768,1981,3826,2039,3496,2505,2933,2467,3360,2544,2972,2098,3166,2447,3049,2777,2836,2603,2739,3360,2292,3341,2078,3341,2175,3030,2350,3049,2583,3846,2000,3943,1923,3904,1495,3593,2234,3166,2020,3224,2952,1962,1107,2214,1418,1592
1690,2428,893,2428,1845,2913,2175,3593,2214,2661,2428,3147,2622,3710,2486,3147,2564,3652,1670,3671,2214,3283,2098,3147,2719,3419,2039,3360,2350,3127,2350,3088,2544,2758,2972,2195,3108,2486,3088,2564,3399,2195,3321,2875,2913,2777,2913,2078,3962,1534,3477,2136,3613,2292,3049,2564,3496,2214,2505,2913,1418,1418,2214,1709
2117,1262,2292,1592,2836,2486,3477,2331,2875,2719,3516,2680,3593,1748,3593,2311,3885,1767,3690,2156,3457,2331,3224,2447,3011,2175,3419,2350,3088,2505,2797,2641,2603,2913,2564,3224,2836,3011,2583,3263,2020,3554,2544,3224,2933,3108,2564,3147,2078,4001,1806,3224,2428,3380,2214,3147,2486,3496,2719,2739,2428,1592,1301,2311
1864,2000,1359,2661,2156,3554,2505,3341,2389,3283,2467,3438,2292,3535,2078,3826,2078,4060,2253,3613,2661,3341,2369,2991,2525,3205,2292,3438,2389,2913,2564,2719,2739,2564,2913,2564,3088,2467,3399,2234,3632,2467,3302,2700,2875,3030,3011,2758,3185,2350,3632,2020,3263,1884,3321,2311,2991,2933,3360,1923,3263,2039,1418,1845
