41890,31899,31898,31896,31897,31898,31899,31898,31899,31898,31483,23523,31898,31898,31898,31896,31897,31898,31898,31897,31901,31898,33197,25590,31898
33114,41889,31900,31899,31896,31898,31898,31899,31898,31898,31900,31484,37697,31898,31898,31898,29464,31897,31896,38470,31897,31900,31898,32288,31704
28161,33114,42129,31900,31900,31896,29061,31899,31900,32314,31898,31899,31483,37689,31898,31899,31899,29464,26626,31895,38471,31897,31900,31897,32288
32002,28162,33114,42128,31901,31901,31896,29063,31898,31900,32315,31899,31899,31482,37689,31899,31899,30594,29465,26626,31895,39829,31897,31898,31896
0,32002,28162,33116,31238,31901,31901,31897,29474,31871,31901,32315,31899,31394,31482,37688,31805,31899,30595,29464,26627,31896,39829,31897,31898
31024,0,32002,30070,33117,34076,31901,31901,31897,29474,31870,31900,32315,24447,31394,31575,37689,31805,31899,25819,29465,26627,31896,31897,31897
23437,31025,0,32003,30070,33116,34076,31490,31902,31897,29473,31870,31900,32315,25577,31394,31575,41432,31804,30483,25818,29466,26625,31897,31898
31698,23439,31026,0,32003,30070,33116,34076,31491,31904,31898,31905,31870,30768,32314,31886,31394,31575,41432,31804,38415,25818,31904,25381,31897
65235,31698,23439,41916,31447,32004,47345,33116,34076,31491,31905,31897,32168,31870,30768,32315,31886,31393,31575,41431,31804,38416,25817,31897,31898
31861,65233,31698,23439,41916,31447,32005,33171,33125,34582,31491,31641,31896,32169,30532,32184,32315,31887,31393,33125,41431,31804,31900,31899,31898
31898,31861,63325,31698,23438,24641,31448,32005,33171,33125,34583,31490,31642,31895,32369,30532,32267,29836,31888,31392,31896,35348,31804,31900,31898
31886,31659,31862,31879,31699,31811,24641,31448,32006,33172,31827,31750,31491,31641,31896,32368,31777,32267,31066,31887,31392,31896,35348,28331,31900
31986,31886,31659,31863,31880,31699,31810,32093,31448,32005,31812,31827,31750,31492,31640,31897,32368,31777,32267,26150,31888,31393,31896,35348,32150
31687,31987,31887,31660,31889,31881,31699,31810,32091,31447,32005,31813,31867,31751,31492,31639,31897,32367,33014,32267,26149,28068,32064,31897,37771
32070,31687,31988,31886,31660,31889,31880,31698,31810,32480,31446,32005,31813,31867,31751,31493,31640,31897,32367,32343,32268,26149,28070,32063,31897
32105,32070,31687,31988,31886,31660,31888,31879,31696,31811,32481,31447,36921,34050,31867,31751,31492,31640,32151,32129,32343,38140,26313,28070,32062
32459,32105,32069,31686,31987,31887,31660,31888,31879,31695,31810,32481,31449,36921,31628,31868,31752,31493,31641,32150,32130,26221,38139,31897,28070
31818,32459,32105,32068,31686,31903,31893,31660,31888,31879,31695,31811,32481,31449,36921,31628,37990,31753,31767,33369,32150,32130,30793,38139,31898
31763,31818,32459,31712,32068,31687,31903,31893,31898,31888,31878,31694,26228,30916,31449,32349,31628,34162,31751,31766,33370,32151,32952,30793,31897
31852,31764,30269,32459,31711,31904,31687,31902,31893,31897,31886,31879,30872,32469,30915,31448,32349,31629,34163,31750,30266,33372,32151,32951,30792
31917,31580,31764,31769,32458,31712,31903,31687,31902,31892,31897,31682,32083,30872,31483,31901,31898,31899,31898,32108,31898,31904,33340,31900,32127
31579,31763,31769,32458,31901,31901,31896,31902,31900,31897,31677,32085,30873,31483,31900,31898,31899,31898,32108,31897,31904,33340,31900,32125,31894
31763,31770,32459,31901,31900,31896,31901,31901,31897,31901,31895,31901,31899,31899,31899,31900,31899,32107,31896,31898,33342,31900,32125,31898,31897
31771,32460,31900,31898,31898,31901,31900,31897,31899,31896,31900,31899,31900,31899,31899,31899,31899,31898,31899,32925,31899,32124,31898,31690,31899
32460,31898,31899,31898,31899,31901,31898,31899,31896,31898,31898,31899,31899,31899,31899,31899,31898,31898,31898,31899,31899,31898,31898,31898,30871
