m,n,pctjeRayos,ECM,tiempo
25,25,640,0.0461929,54264
25,25,640,0.0442215,54275.2
25,25,640,0.052643,55319.7
25,25,650,0.0412677,54785.3
25,25,650,0.0400795,54969.9
25,25,650,0.0430378,55047.7
25,25,650,0.0416938,55239.9
25,25,650,0.0377099,55111.5
25,25,660,0.0452945,55903.8
25,25,660,0.0385261,56174.4
25,25,660,0.0427379,55937.9
25,25,660,0.0418631,56581
25,25,660,0.0487951,55620
25,25,670,0.0503814,56169.3
25,25,670,0.0444704,56669.1
25,25,670,0.0436684,56939.2
25,25,670,0.0353514,56448.7
25,25,670,0.0477715,57025
25,25,680,0.0433113,57643.1
25,25,680,0.036754,56780.9
25,25,680,0.0435182,57080.5
25,25,680,0.0348456,57944.2
25,25,680,0.0423446,56879.6
25,25,690,0.037574,58197.3
25,25,690,0.0396403,57195.4
25,25,690,0.0441316,58603.4
25,25,690,0.0374175,58116.7
25,25,690,0.0385062,58282.2
25,25,700,0.0316401,58933.7
25,25,700,0.0480731,58862.3
25,25,700,0.0393525,58278.6
25,25,700,0.0403909,58966.4
25,25,700,0.0429466,58973
25,25,710,0.0383995,59776.4
25,25,710,0.0532067,59169.9
25,25,710,0.0385011,58796.8
25,25,710,0.0462676,58618.5
25,25,710,0.0481814,59831.4
25,25,720,0.052944,59307.1
25,25,720,0.0386794,60169.7
25,25,720,0.0465635,60227.9
25,25,720,0.0513623,60752.6
25,25,720,0.0415754,59824.9
25,25,730,0.0542602,61031.3
25,25,730,0.0393706,60010.4
25,25,730,0.0490496,61221
25,25,730,0.0368919,60761.4
25,25,730,0.0416179,60690.2
25,25,740,0.0430642,61479
25,25,740,0.0489179,61588.3
25,25,740,0.0353706,61855.6
25,25,740,0.0489352,60699.7
25,25,740,0.0409477,60594.7
25,25,750,0.0385612,61230.1
25,25,750,0.0457624,61173.7
25,25,750,0.0413861,61488
25,25,750,0.0349737,62390.4
25,25,750,0.0394235,61353.5
25,25,760,0.0426957,62394.9
25,25,760,0.0404756,62966.6
25,25,760,0.0398367,61587.2
25,25,760,0.0423867,62262.5
25,25,760,0.0493192,62743.6
25,25,770,0.0458061,63680.2
25,25,770,0.0403877,63416.6
25,25,770,0.0558725,62961
25,25,770,0.0432509,63653.1
25,25,770,0.0420775,63893.9
25,25,780,0.0416479,63534.7
25,25,780,0.0405222,63419.7
25,25,780,0.0420109,63486.1
25,25,780,0.038726,64196.4
25,25,780,0.0439157,63505.2
25,25,790,0.0442842,65172.6
25,25,790,0.0417256,63804
25,25,790,0.054022,63719.6
25,25,790,0.0338625,64084.5
25,25,790,0.0409323,64027.9
25,25,800,0.0550837,64336.8
25,25,800,0.0407785,65446.8
25,25,800,0.0384139,65225.1
25,25,800,0.0401713,65529.5
25,25,800,0.0350762,64690.1
25,25,810,0.0405694,65194.3
25,25,810,0.0534933,65326.4
25,25,810,0.0392713,66484.3
25,25,810,0.0459986,65781.5
25,25,810,0.0317674,65105.4
25,25,820,0.0393777,66974
25,25,820,0.0406599,66134.8
25,25,820,0.0446057,66438.6
25,25,820,0.0333233,67474.4
25,25,820,0.0555407,67603.6
25,25,830,0.039175,67826.5
25,25,830,0.0469437,66428.2
25,25,830,0.0441065,66762.3
