m,n,pctjeRayos,ECM,tiempo
25,25,310,0.0558997,30635.7
25,25,310,0.0557983,30239.5
25,25,310,0.0634561,30416.2
25,25,310,0.066875,30304.4
25,25,310,0.0584447,30691.7
25,25,320,0.0625452,30737.1
25,25,320,0.0632157,30716.2
25,25,320,0.0663543,30857.8
25,25,320,0.0615003,33097.6
25,25,320,0.0595587,32020.8
25,25,330,0.0590593,31865.1
25,25,330,0.0509282,32273.1
25,25,330,0.0465364,31840.4
25,25,330,0.0529921,31789.8
25,25,330,0.0537071,31874.7
25,25,340,0.0538247,31931.5
25,25,340,0.0564514,32152.6
25,25,340,0.0598975,32781.9
25,25,340,0.0727881,32190.4
25,25,340,0.0606386,32319.7
25,25,350,0.0591086,32800.1
25,25,350,0.0538097,32371
25,25,350,0.0465692,33094.4
25,25,350,0.0493875,32934.5
25,25,350,0.0808829,32659.5
25,25,360,0.0699405,33893.7
25,25,360,0.0701432,33771.8
25,25,360,0.0605507,33893.3
25,25,360,0.0642336,34061.5
25,25,360,0.0564424,34029.7
25,25,370,0.0698566,34221.3
25,25,370,0.0770953,34175.3
25,25,370,0.0600132,33206
25,25,370,0.0568959,33728.8
25,25,370,0.0501985,33774.3
25,25,380,0.067072,34564
25,25,380,0.0492966,34318.6
25,25,380,0.0491863,34333.8
25,25,380,0.0482979,34099.8
25,25,380,0.082119,34845.7
25,25,390,0.0598406,36062
25,25,390,0.0491581,35189.1
25,25,390,0.0684226,35437.6
25,25,390,0.0466299,35215.9
25,25,390,0.0484791,35167.7
25,25,400,0.0476903,35758.7
25,25,400,0.0557728,35214
25,25,400,0.0572462,35806.9
25,25,400,0.0567888,35226.6
25,25,400,0.0630663,35278.7
25,25,410,0.0681225,36563.2
25,25,410,0.0504142,36313.3
25,25,410,0.0515001,35902.6
25,25,410,0.0727883,37068
25,25,410,0.0747877,36495.3
25,25,420,0.0426484,36428.4
25,25,420,0.0479172,36823.9
25,25,420,0.0859878,36695.6
25,25,420,0.0715473,36946.6
25,25,420,0.0548014,36728.8
25,25,430,0.0553978,38904.6
25,25,430,0.0548826,37205.3
25,25,430,0.0523436,37587.9
25,25,430,0.0480352,36554.3
25,25,430,0.040556,36157.2
25,25,440,0.0497818,37289.9
25,25,440,0.045514,37579.7
25,25,440,0.048888,37648.8
25,25,440,0.0682199,37145.4
25,25,440,0.0454687,37235
25,25,450,0.0625982,37421
25,25,450,0.0499934,37517.4
25,25,450,0.0414896,37162.6
25,25,450,0.0466475,38116.3
25,25,450,0.0564213,38174.7
25,25,460,0.0452496,38133.9
25,25,460,0.0649407,38888.6
25,25,460,0.0429283,38184.7
25,25,460,0.0559119,37802.1
25,25,460,0.056374,37652.4
25,25,470,0.0377361,38434.9
25,25,470,0.0527238,38554.5
25,25,470,0.0734793,39080.8
25,25,470,0.0379326,38465.5
25,25,470,0.0483254,39127.3
25,25,480,0.0520703,39018.3
25,25,480,0.053258,40300.6
25,25,480,0.0374541,39634.6
25,25,480,0.0514235,40037.2
25,25,480,0.0545657,39357.6
25,25,490,0.0524912,39309.9
25,25,490,0.0554827,39816.9
25,25,490,0.0429021,40768.1
25,25,490,0.0398228,39786.2
25,25,490,0.0506545,40125.7
25,25,500,0.0476874,41376.3
25,25,500,0.0368199,40450
25,25,500,0.0504355,40571
25,25,500,0.04859,41411.3
25,25,500,0.0445441,40562.1
