31124,31122,31108,31107,30897,31116,31103,31105,31113,32010,31124,30759,33612,31855,31113,33975,31109,31109,31119,31135,31267,31128,31125,31107,31099
31128,31122,31113,30916,31101,31104,31149,31109,32012,31114,30761,34001,29191,32871,31848,31110,33952,31120,31128,31121,31131,31276,31128,31112,31111
31132,31158,30922,31091,32476,31139,31123,31048,31543,30759,31588,29195,30487,29196,34669,31847,31634,33381,31105,31130,30811,31135,31256,31115,31096
31147,30923,31119,32458,31119,31118,31055,31548,30752,31570,29200,30493,33730,30486,29173,34661,31863,31627,33403,31092,31140,30815,31115,31250,31116
30902,31116,32449,31098,31118,31072,31545,30751,31582,29188,30492,33724,31520,33740,30473,29178,34676,31861,31626,33390,31104,31125,30810,31107,31250
31111,31114,31111,31115,30432,31528,30757,31646,29190,31835,32120,31507,29846,31512,30766,30852,29172,30501,31871,31638,30644,31120,31102,31097,40030
31118,31100,31110,30423,31537,30291,31651,29192,31836,32131,31508,29847,31173,30057,31503,30770,30835,29178,30773,31454,31635,30636,31111,31119,31107
31106,31097,30421,31542,30284,31662,30751,31848,32118,31519,30043,31180,30569,31190,30050,31517,30763,30822,31283,30768,31422,31625,30655,31101,31125
31107,33863,31541,30286,30607,30744,31846,31160,31509,30050,31152,30551,28835,30572,31342,30051,31513,29776,30952,31276,31486,31429,31631,31006,31106
33843,31122,30307,30610,30737,31854,31160,31511,30505,29771,31517,31242,31006,27023,31149,31670,30495,31513,31100,30952,30752,31488,31430,31125,511
31110,30302,30606,30736,31307,31177,31507,30499,31099,33177,31399,31717,32778,31128,31051,33735,31359,30509,30789,31102,31312,52991,31486,31450,31117
30308,32329,30741,31305,31812,31497,30512,31838,29744,32234,30046,31034,30723,31699,30648,30196,29745,31833,32345,30775,62928,31311,30745,31164,31457
31510,30736,31318,31814,31498,29275,31835,29748,30508,32134,31232,30763,31096,31113,31113,31113,31113,31113,31113,32346,31113,31113,31113,31113,31113
31113,31113,31113,31113,0,31846,29273,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113
31113,31113,31113,8883,31113,29791,31853,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113
65235,31113,31113,31113,31113,30975,29790,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113
31113,34743,31113,31113,31113,30602,30979,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113
31113,31113,31113,31113,31113,30832,30615,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113
31113,31113,31113,31113,31113,31113,30843,31113,31113,31113,31113,31113,31113,31317,31125,31102,31113,31123,31123,31113,31113,31113,31113,31113,31113
22192,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31317,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113
31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113
31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113
31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113
31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113
31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113,31113
